2020-06-29 04:18:37,"b'RT @kitenxo: Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through CashApp, Apple\xe2\x80\xa6'"
2020-06-29 04:18:36,"b'RT @secretsxocash: Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through CashApp,\xe2\x80\xa6'"
2020-06-29 04:18:34,b'Liberty and pandemics: A libertarian approach to the global COVID-19 situation | By Aremu Abdulahi\xe2\x80\xa6 https://t.co/t4kvT7Dz8c'
2020-06-29 04:18:31,b'@WorldSpotLight1 @terrikayguzman @JasonCT @debbiecrooks1 @KatieHill4CA @SenMcSallyAZ @CoryGardner @SteveDaines\xe2\x80\xa6 https://t.co/Wx0H1CDuVr'
2020-06-29 04:18:15,b'RT @toisports: .@LewisHamilton eyes @schumacher record as @F1 steps into brave new world \n\nREAD: https://t.co/MzjnEiIWVM\n\n#LewisHamilton #M\xe2\x80\xa6'
2020-06-29 04:18:10,"b'RT @QuickTake: Italy honored #coronavirus victims with a Requiem concert at a cemetery in Bergamo, one of the cities hardest hit by #Covid1\xe2\x80\xa6'"
2020-06-29 04:17:58,b'RT @UNYouthEnvoy: .@Tomisin948 from Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac mobilized her peers to raise awareness on #coronavirus prevention among sellers &amp; buyers in\xe2\x80\xa6'
2020-06-29 04:17:49,b'RT @DHSCgovuk: We\xe2\x80\x99re working with more than 100 care homes in England to better understand #COVID19 transmission in care settings. \n\nCare h\xe2\x80\xa6'
2020-06-29 04:17:47,"b""RT @TicketNew: \xf0\x9f\x92\xaa#TicketNewMass\xf0\x9f\x92\xaa\n\n#Thala #Ajith's Team #Dhaksha gets praises all over from the country for their efforts and contribution to\xe2\x80\xa6"""
2020-06-29 04:17:45,"b'RT @FatEmperor: Does Lockdown give a great bang for the buck? Or is #coronavirus seasonal by nature, with its own dynamics? \n\nFind out in 2\xe2\x80\xa6'"
2020-06-29 04:17:17,"b'""I\'m not sure how I got it but I do remember sharing a soft drink with a friend,""\nSays he never broke any of the so\xe2\x80\xa6 https://t.co/GH4GRBSOEr'"
2020-06-29 04:17:16,b'RT @teamsrkpune: #MondayMotivation : Words Of Wisdom by the King of Bollywood @iamsrk \n.\n.\n.\n#ShahRukhKhan #SRK #KingKhan #KingOfBollywood\xe2\x80\xa6'
2020-06-29 04:17:10,"b""RT @w_karve: #Pune #PCMC #Maharashtra\nPeople habituated to chewing tobacco/gutka don't wear masks and keep spitting on the road/ground and\xe2\x80\xa6"""
2020-06-29 04:17:02,"b""#Pune #PCMC #Maharashtra\nPeople habituated to chewing tobacco/gutka don't wear masks and keep spitting on the road/\xe2\x80\xa6 https://t.co/NcoD8tEv8C"""
2020-06-29 04:16:49,b'RT @TruthsOverTrump: Americans trying to predict where new #coronavirus outbreaks will hit may want to look at where local shoppers get the\xe2\x80\xa6'
2020-06-29 04:16:45,b'RT @WHOMalaysia: There are certain places where #COVID19 spreads more easily:\n\n\xe2\x96\xb6\xef\xb8\x8f Crowded places\n\xe2\x96\xb6\xef\xb8\x8f Close-contact settings\n\xe2\x96\xb6\xef\xb8\x8f Confined &amp; en\xe2\x80\xa6'
2020-06-29 04:16:41,b'COVID-19 Info Small Business Owners Might Not Know They Need: @smallbiztrends @CorpNetNellie\xe2\x80\xa6 https://t.co/3WGxI9YwsV'
2020-06-29 04:16:38,"b'RT @LNPServices: A large, randomized trial in the U.K. found that dexamethasone, a generic steroid, cut the risk of death in severely ill #\xe2\x80\xa6'"
2020-06-29 04:16:33,"b""RT @QuickTake: Could lying on their stomachs help #coronavirus patients?\n\n@ColumbiaMed doctors say proning, or lying on one's tummy, could\xe2\x80\xa6"""
2020-06-29 04:16:27,"b'RT @StephenMcDonell: In #Beijing a new cluster of #covid19 cases emanating from, wait for it, a seafood market. Footage appears to show hun\xe2\x80\xa6'"
2020-06-29 04:16:27,"b'RT @AlArabiya_Eng: #SaudiArabia detects 3,989 new #coronavirus cases, raising the total number of confirmed #COVID19 cases in the Kingdom t\xe2\x80\xa6'"
2020-06-29 04:16:14,"b'RT @Laurie_Garrett: The current surge in #COVID19 cases in the USA is the largest day-on-day increase America, or any other country, has ex\xe2\x80\xa6'"
2020-06-29 04:16:12,"b""RT @TicketNew: \xf0\x9f\x92\xaa#TicketNewMass\xf0\x9f\x92\xaa\n\n#Thala #Ajith's Team #Dhaksha gets praises all over from the country for their efforts and contribution to\xe2\x80\xa6"""
2020-06-29 04:16:01,"b""RT @drewblevins77: Just ask simple , everyday questions guys and you'll see how fast it all breaks down.  Which is it? For Gods sake start\xe2\x80\xa6"""
2020-06-29 04:16:00,b'RT @teamsrkpune: #MondayMotivation : Words Of Wisdom by the King of Bollywood @iamsrk \n.\n.\n.\n#ShahRukhKhan #SRK #KingKhan #KingOfBollywood\xe2\x80\xa6'
2020-06-29 04:15:56,"b'RT @vantasii: Due to #COVID19 aka #coronavirus I\xe2\x80\x99m sending the first 300 people to like &amp; retweet this with $300 to $3,200 through  CashApp\xe2\x80\xa6'"
2020-06-29 04:15:50,"b'RT @OIEAnimalHealth: To better understand the relationship of animals &amp; humans with #COVID19, the #OIE ad hoc Group on COVID-19 at the anim\xe2\x80\xa6'"
2020-06-29 04:15:50,"b""RT @QuickTake: Could lying on their stomachs help #coronavirus patients?\n\n@ColumbiaMed doctors say proning, or lying on one's tummy, could\xe2\x80\xa6"""
2020-06-29 04:15:42,"b'#coronavirus  update india\nAs on 29th of june 2020,till 8 A. M\n\ntotal confirmed cases-5, 48,318\nactive cases-2, 10,\xe2\x80\xa6 https://t.co/IsnbbmpmhR'"
2020-06-29 04:15:38,"b'RT @jasxyzz: Due to #COVID19 aka #Coronavirus Ill be sending the first 600 people to like &amp; retweet this with $100 -$1500 through CashApp,\xe2\x80\xa6'"
2020-06-29 04:15:33,"b'RT @DrDenaGrayson: By me, starting in JANUARY.\xf0\x9f\xa4\xac\n\n#coronavirus #COVID19'"
2020-06-29 04:15:32,"b'RT @MumbaiMirror: Nearly 300 Taloja jail inmates, packed into a school in Kharghar; Prisoners and rights activists say decongestion exercis\xe2\x80\xa6'"
2020-06-29 04:15:30,"b'RT @vantasii: Due to #COVID19 aka #coronavirus I\xe2\x80\x99m sending the first 300 people to like &amp; retweet this with $300 to $3,200 through  CashApp\xe2\x80\xa6'"
2020-06-29 04:15:28,b'Coronavirus Update: India COVID-19 Count Surges Close To 5.50 Lakh Mark #CoronavirusinIndia #Coronavirus #COVID19 https://t.co/7jKvTvIrRq'
2020-06-29 04:15:24,"b'RT @AlArabiya_Eng: #SaudiArabia detects 3,989 new #coronavirus cases, raising the total number of confirmed #COVID19 cases in the Kingdom t\xe2\x80\xa6'"
2020-06-29 04:15:19,"b""RT @ZeeNewsEnglish: Punjab reports 161 new #COVID19 cases; state's tally at 5216\n\n#coronavirus\n\n#coronavirusupdate\n\nFollow live blog:\nhttps\xe2\x80\xa6"""
2020-06-29 04:15:17,"b'RT @AlArabiya_Eng: #SaudiArabia detects 3,989 new #coronavirus cases, raising the total number of confirmed #COVID19 cases in the Kingdom t\xe2\x80\xa6'"
2020-06-29 04:15:11,"b'RT @vantasii: Due to #COVID19 aka #coronavirus I\xe2\x80\x99m sending the first 300 people to like &amp; retweet this with $300 to $3,200 through  CashApp\xe2\x80\xa6'"
2020-06-29 04:15:10,"b'RT @QuickTake: Italy honored #coronavirus victims with a Requiem concert at a cemetery in Bergamo, one of the cities hardest hit by #Covid1\xe2\x80\xa6'"
2020-06-29 04:15:00,b'.@windiescricket coach Phil Simmons in self-isolation after leaving bubble for a funeral \n\nREAD:\xe2\x80\xa6 https://t.co/Aj2C9OoD6b'
2020-06-29 04:14:59,"b'RT @picardonhealth: Vietnam, a country of 95 million, has had only a few hundred #coronavirus cases and not a single #Covid19 death. This i\xe2\x80\xa6'"
2020-06-29 04:14:53,"b""RT @NewsMobileIndia: Today's Morning News Digest by NewsMobile\n\nKeep up with your morning #Newspaper routine, even amid #lockdown with our\xe2\x80\xa6"""
2020-06-29 04:14:51,b'.@aamir_khan\xe2\x80\x99s #Ghulam Co-Star #JavedHyder Is Earning His Livelihood Amid the #COVID19 Pandemic by Selling Vegetabl\xe2\x80\xa6 https://t.co/G659HC8x2z'
2020-06-29 04:14:47,"b'RT @picardonhealth: Vietnam, a country of 95 million, has had only a few hundred #coronavirus cases and not a single #Covid19 death. This i\xe2\x80\xa6'"
2020-06-29 04:14:43,"b""RT @TicketNew: \xf0\x9f\x92\xaa#TicketNewMass\xf0\x9f\x92\xaa\n\n#Thala #Ajith's Team #Dhaksha gets praises all over from the country for their efforts and contribution to\xe2\x80\xa6"""
2020-06-29 04:14:42,b'RT @NewsMobileIndia: #COVID19 | Top 10 developments in #India this Monday morning \n\n#coronavirus #CoronavirusPandemic \n\nhttps://t.co/BZhO7C\xe2\x80\xa6'
2020-06-29 04:14:39,b'RT @DrDenaGrayson: \xf0\x9f\x9a\xa8ALERT: All signs are very alarming for a massive surge in new #COVID19 cases and deaths. We now have #coronavirus outbr\xe2\x80\xa6'
2020-06-29 04:14:38,b'A 65-year old patient from Sugan area of #Shopian district who was admitted at #SMHS on 18th June died on #Monday m\xe2\x80\xa6 https://t.co/rkXJZeUzkT'
2020-06-29 04:14:36,"b""RT @UN_Water: #NowReading: @UNDP article 'Dovetailing disasters: how #COVID19 is compounding risk for Cambodian communities'\n\nFind more wat\xe2\x80\xa6"""
2020-06-29 04:14:23,"b'RT @AlArabiya_Eng: #SaudiArabia detects 3,989 new #coronavirus cases, raising the total number of confirmed #COVID19 cases in the Kingdom t\xe2\x80\xa6'"
2020-06-29 04:14:17,b'RT @DrDenaGrayson: \xf0\x9f\x9a\xa8ALERT: All signs are very alarming for a massive surge in new #COVID19 cases and deaths. We now have #coronavirus outbr\xe2\x80\xa6'
2020-06-29 04:14:02,"b""One of my Aunties (mom's oldest friend, known me since before I was born) lost her mother to Coronavirus yesterday.\xe2\x80\xa6 https://t.co/IEGsY0lXLa"""
2020-06-29 04:13:56,b'547 new cases in Kazakhstan \n\n[5:13 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2020-06-29 04:13:56,"b""RT @TruthsOverTrump: Test for #COVID19 \n\nIdentify &amp; Isolate the infected\n\nWear a Mask &amp; Keep Social Distance\n\nCuomo's leadership in New Yor\xe2\x80\xa6"""
2020-06-29 04:13:48,b'RT @IKFResearch: Coronavirus Stock Market Forecast Based on Data Mining: Returns up to 558.64% in 3 Months https://t.co/dUkxpdypPq\n\n$NVAX $\xe2\x80\xa6'
2020-06-29 04:13:47,b'RT @Mynation_BH: @love_a_man @MyNation_net @MensDayOutIndia @rashtrapatibhvn @narendramodi @RahulGandhi @rsprasad @RajThakre09 @ThakreUddha\xe2\x80\xa6'
2020-06-29 04:13:46,"b'RT @TexasCovid: June 28th, 2020\n\nNew Cases - 5,357\nNew Fatalities - 27\nHospitalizations - 5,497 (-26 from prior day)\nHospital Capacity Usag\xe2\x80\xa6'"
